annotCls,ecg,anomalyScore,multiStepBestPredictions.1
0,982,0.0,985.182196
0,982,0.0,983.182196
0,976,0.025,983.182196
0,973,0.1,976.533082226
0,970,0.35,973.533082226
0,970,0.55,969.278453798
0,971,0.75,968.594917658
0,970,0.025,970.016442361
0,966,0.2,969.016442361
0,967,0.25,965.011509653
0,967,0.05,966.011509653
0,965,0.0,966.011509653
0,965,0.0,964.867
0,967,0.0,964.867
0,967,0.0,965.6
0,967,0.0,967.5069
0,963,0.05,967.35483
0,962,0.1,963.248381
0,964,0.025,962.248381
0,965,0.0,964.248381
0,964,0.0,965.248381
0,961,0.0,964.248381
0,959,0.05,960.7238
0,959,0.05,958.7238
0,960,0.0,958.7238
0,964,0.0,959.7238
0,961,0.0,963.7238
0,961,0.0,962.00666
0,959,0.0,962.00666
0,958,0.0,960.00666
0,955,0.075,959.00666
0,948,0.775,956.00666
0,942,1.0,947.011509653
0,935,1.0,941.011509653
0,929,0.975,934.011509653
0,922,0.9,928.011509653
0,920,0.95,921.011509653
0,930,0.875,913.0
0,955,0.8,923.0
0,984,0.775,954.011509653
0,1016,0.975,983.7607855
0,1058,1.0,1017.1605104
0,1111,1.0,1057.47315756
0,1168,1.0,1110.01150965
0,1207,0.95,1167.01150965
0,1225,0.9,1264.0
0,1210,1.0,1224.47315756
0,1153,0.975,1209.01150965
0,1078,1.0,1152.01150965
0,1005,0.95,1077.01150965
0,954,1.0,1004.01150965
0,935,0.75,955.00666
0,931,0.75,953.0
0,938,0.8,932.1605104
0,949,0.475,934.0
0,955,0.825,933.008056757
0,955,0.925,939.008056757
0,957,0.125,956.46649886
0,953,0.025,958.026549202
0,957,0.0,954.026549202
0,958,0.0,958.026549202
0,960,0.0,959.361847203
0,961,0.025,961.361847203
0,957,0.0,962.361847203
0,954,0.0,958.361847203
0,953,0.0,953.753293042
0,953,0.0,952.753293042
0,956,0.0,952.753293042
0,956,0.0,955.753293042
0,955,0.0,956.72730513
0,952,0.0,955.509113591
0,951,0.025,952.509113591
0,953,0.0,951.509113591
0,953,0.0,953.509113591
0,954,0.0,953.509113591
0,950,0.025,953.4346933
0,951,0.025,949.4346933
0,949,0.025,950.4346933
0,953,0.0,948.4346933
0,955,0.0,952.4346933
0,955,0.0,955.80428531
0,955,0.0,955.80428531
0,954,0.0,955.80428531
0,954,0.0,954.80428531
0,953,0.0,954.80428531
0,953,0.0,953.80428531
0,955,0.0,953.262999717
0,952,0.0,955.184099802
0,952,0.0,952.184099802
0,951,0.0,951.228869861
0,957,0.0,950.460208903
0,957,0.0,956.460208903
0,955,0.0,956.460208903
0,953,0.0,954.460208903
0,953,0.0,952.460208903
0,952,0.0,952.022146232
0,954,0.0,951.315502362
0,957,0.0,953.220851654
0,957,0.0,956.220851654
0,952,0.0,956.220851654
0,953,0.0,951.220851654
0,950,0.0,950.954596158
0,950,0.0,948.86821731
0,953,0.0,948.86821731
0,954,0.0,951.86821731
0,952,0.0,954.107752117
0,948,0.05,952.107752117
0,947,0.1,947.475426482
0,947,0.05,946.475426482
0,950,0.0,946.475426482
0,952,0.0,949.475426482
0,951,0.0,951.475426482
0,950,0.0,951.232798537
0,946,0.0,950.232798537
0,948,0.0,946.232798537
0,950,0.0,948.232798537
0,949,0.0,950.232798537
0,950,0.0,949.232798537
0,949,0.0,950.232798537
0,945,0.05,949.232798537
0,950,0.0,944.905024758
0,952,0.0,950.232798537
0,953,0.0,952.232798537
0,954,0.0,953.762958976
0,954,0.0,954.834071283
0,952,0.0,954.834071283
0,951,0.0,952.834071283
0,954,0.0,950.983849898
0,952,0.0,953.983849898
0,949,0.0,951.983849898
0,946,0.0,948.388694929
0,948,0.0,946.103462131
0,948,0.0,947.388694929
0,948,0.0,947.388694929
0,947,0.0,947.388694929
0,945,0.0,946.388694929
0,943,0.075,944.388694929
0,940,0.25,943.103462131
0,940,0.15,940.103462131
0,942,0.0,940.103462131
0,943,0.0,942.103462131
0,942,0.0,943.103462131
0,941,0.0,942.103462131
0,939,0.0,940.7398524
0,940,0.0,938.7398524
0,943,0.0,939.7398524
0,943,0.0,942.388694929
0,944,0.0,943.71789668
0,940,0.0,944.502527676
0,938,0.025,940.502527676
0,942,0.0,938.502527676
0,947,0.0,941.388694929
0,947,0.0,946.388694929
0,950,0.0,946.388694929
0,949,0.0,949.388694929
0,949,0.0,948.388694929
0,953,0.0,948.388694929
0,956,0.0,952.388694929
0,959,0.025,956.77208645
0,962,0.25,959.77208645
0,961,0.2,962.380869346
0,958,0.0,961.77208645
0,962,0.0,958.77208645
0,962,0.0,962.77208645
0,960,0.0,962.77208645
0,960,0.0,960.77208645
0,962,0.0,960.77208645
0,963,0.0,962.77208645
0,968,0.5,963.77208645
0,968,0.95,968.586155788
0,969,0.9,968.586155788
0,967,0.0,970.62927604
0,966,0.0,968.62927604
0,964,0.075,966.540493228
0,965,0.0,964.540493228
0,968,0.0,965.540493228
0,969,0.0,968.540493228
0,967,0.0,970.27834526
0,965,0.0,968.27834526
0,966,0.0,965.294841682
0,968,0.0,966.294841682
0,970,0.0,968.294841682
0,970,0.0,970.806389177
0,967,0.0,970.806389177
0,968,0.0,967.806389177
0,968,0.0,967.664472424
0,969,0.0,968.065130697
0,966,0.0,969.045591488
0,964,0.0,966.045591488
0,963,0.0,964.045591488
0,964,0.0,963.045591488
0,966,0.0,964.045591488
0,967,0.0,966.045591488
0,967,0.0,967.045591488
0,964,0.0,967.331914041
0,962,0.0,964.232339829
0,960,0.0,962.232339829
0,960,0.0,960.232339829
0,963,0.0,960.232339829
0,964,0.0,963.232339829
0,964,0.0,964.232339829
0,964,0.0,964.232339829
0,963,0.0,964.232339829
0,961,0.0,963.232339829
0,964,0.0,960.825797226
0,964,0.0,964.232339829
0,961,0.0,964.778058058
0,960,0.0,961.544640641
0,958,0.0,960.544640641
0,956,0.0,958.544640641
0,959,0.0,956.77208645
0,961,0.0,959.544640641
0,957,0.0,961.544640641
0,957,0.0,957.77208645
0,956,0.0,957.77208645
0,952,0.0,956.77208645
0,958,0.0,952.77208645
0,958,0.0,958.544640641
0,959,0.0,958.544640641
0,958,0.0,959.544640641
0,958,0.0,958.544640641
0,957,0.0,957.340460515
0,959,0.0,956.340460515
0,958,0.0,959.544640641
0,957,0.0,958.544640641
0,956,0.0,956.340460515
0,954,0.0,955.340460515
0,955,0.0,953.340460515
0,953,0.0,954.340460515
0,956,0.0,952.340460515
0,955,0.0,954.938322361
0,953,0.0,953.938322361
0,952,0.0,951.938322361
0,953,0.0,950.656825652
0,957,0.0,951.759777957
0,956,0.0,956.43184457
0,958,0.0,955.43184457
0,954,0.0,957.43184457
0,952,0.0,953.43184457
0,953,0.0,951.43184457
0,956,0.0,952.002291199
0,957,0.0,955.601603839
0,958,0.0,956.601603839
0,955,0.0,957.601603839
0,955,0.0,954.601603839
0,950,0.0,954.601603839
0,950,0.0,949.601603839
0,949,0.0,949.601603839
0,954,0.0,948.601603839
0,954,0.0,953.601603839
0,956,0.0,953.601603839
0,958,0.0,955.601603839
0,956,0.0,957.601603839
0,955,0.0,955.601603839
0,953,0.0,954.601603839
0,952,0.0,952.601603839
0,952,0.0,951.121122687
0,949,0.0,951.084785881
0,950,0.0,948.359350117
0,951,0.0,949.359350117
0,951,0.0,950.359350117
0,956,0.0,950.359350117
0,960,0.0,955.359350117
0,961,0.0,961.807188442
0,962,0.0,962.807188442
0,961,0.0,962.544640641
0,961,0.0,961.544640641
0,960,0.0,961.544640641
0,963,0.0,959.359350117
0,965,0.0,963.544640641
0,966,0.0,965.232339829
0,966,0.0,966.232339829
0,966,0.0,966.232339829
0,970,0.0,966.232339829
0,971,0.025,970.232339829
0,973,0.1,971.232339829
0,975,0.15,973.232339829
0,975,0.075,975.232339829
0,976,0.0,975.232339829
0,972,0.0,976.232339829
0,969,0.0,972.232339829
0,968,0.0,969.232339829
0,973,0.0,968.232339829
0,973,0.0,974.694
0,971,0.0,974.694
0,969,0.0,970.86263788
0,968,0.0,968.86263788
0,965,0.025,967.86263788
0,963,0.0,964.603846516
0,965,0.0,964.281248449
0,966,0.0,964.603846516
0,969,0.0,965.603846516
0,970,0.0,968.603846516
0,965,0.0,969.603846516
0,961,0.1,964.603846516
0,963,0.0,960.359350117
0,957,0.0,963.296873914
0,952,0.0,956.359350117
0,950,0.0,951.359350117
0,949,0.0,948.051545082
0,950,0.0,947.051545082
0,947,0.0,948.051545082
0,944,0.025,946.524220025
0,942,0.05,943.524220025
0,944,0.05,941.524220025
0,946,0.0,944.486238561
0,947,0.0,944.051545082
0,947,0.025,945.051545082
0,947,0.025,946.524220025
0,945,0.0,945.051545082
0,940,0.1,944.524220025
0,942,0.0,940.486238561
0,944,0.0,942.486238561
0,944,0.0,944.940366993
0,947,0.0,944.940366993
0,943,0.0,945.051545082
0,941,0.0,943.940366993
0,938,0.0,940.458256895
0,940,0.0,937.458256895
0,944,0.0,939.458256895
0,945,0.0,942.051545082
0,947,0.0,943.051545082
0,946,0.0,945.051545082
0,944,0.0,944.051545082
0,946,0.0,942.051545082
0,948,0.0,944.051545082
0,947,0.0,946.051545082
0,947,0.0,945.051545082
0,941,0.0,945.051545082
0,934,0.375,940.458256895
0,930,0.9,934.40284
0,926,1.0,930.40284
0,922,0.725,926.40284
0,917,0.475,918.0
0,904,0.525,913.0
0,900,0.6,905.059431028
0,909,0.75,901.059431028
0,935,0.775,905.0
0,963,1.0,931.0
0,990,0.975,963.80781174
0,1022,1.0,991.3646486
0,1062,1.0,1022.396936
0,1119,1.0,1062.396936
0,1165,1.0,1120.05943103
0,1198,0.95,1222.0
0,1214,0.725,1255.0
0,1205,1.0,1215.05943103
0,1158,0.8,1201.0
0,1082,1.0,1158.396936
0,1004,0.625,1082.396936
0,949,0.6,1004.396936
0,926,0.95,949.396936005
0,920,0.05,922.0
0,922,0.05,916.0
0,934,0.3,918.0
0,939,0.575,930.0
0,940,0.05,938.458256895
0,939,0.05,939.458256895
0,936,0.25,938.458256895
0,935,0.4,936.0447381
0,940,0.325,931.0
0,940,0.0,940.0447381
0,938,0.175,940.0447381
0,940,0.1,938.26747
0,935,0.375,940.26747
0,934,0.25,935.787229
0,931,0.075,934.787229
0,935,0.0,927.0
0,936,0.0,935.787229
0,937,0.0,936.787229
0,932,0.275,937.787229
0,932,0.0,928.0
0,935,0.0,928.0
0,937,0.0,935.787229
0,937,0.0,937.787229
0,937,0.15,936.928
0,934,0.15,936.9496
0,933,0.075,933.96472
0,934,0.0,932.96472
0,937,0.0,933.96472
0,938,0.0,936.96472
0,938,0.05,938.875304
0,936,0.05,938.875304
0,935,0.075,936.875304
0,937,0.0,935.0127128
0,936,0.0,937.0127128
0,936,0.025,936.60889896
0,938,0.025,936.126229272
0,936,0.0,938.08836049
0,936,0.0,936.08836049
0,938,0.0,935.461852343
0,940,0.0,937.62329664
0,941,0.025,939.62329664
0,937,0.025,940.62329664
0,935,0.025,936.62329664
0,934,0.05,933.536307648
0,938,0.0,932.536307648
0,937,0.0,936.536307648
0,937,0.0,935.536307648
0,935,0.025,935.675415354
0,932,0.15,934.072790748
0,931,0.0,931.072790748
0,932,0.0,930.072790748
0,934,0.0,931.072790748
0,934,0.0,933.072790748
0,931,0.0,933.072790748
0,930,0.025,931.24199671
0,929,0.1,930.24199671
0,931,0.0,929.24199671
0,934,0.0,931.24199671
0,935,0.0,933.072790748
0,933,0.0,934.072790748
0,933,0.0,934.069397697
0,932,0.0,933.148578388
0,934,0.0,932.104004872
0,935,0.0,934.104004872
0,935,0.0,935.67280341
0,935,0.0,934.072790748
0,935,0.0,934.072790748
0,933,0.0,934.072790748
0,937,0.0,933.67280341
0,937,0.0,936.072790748
0,939,0.0,937.550953523
0,936,0.0,939.385667466
0,936,0.0,936.385667466
0,935,0.0,935.369967226
0,937,0.0,934.558977059
0,939,0.0,936.558977059
0,937,0.0,939.291283941
0,937,0.0,937.291283941
0,933,0.0,936.603898759
0,931,0.0,932.722729131
0,933,0.0,929.709673671
0,932,0.0,932.722729131
0,933,0.0,931.722729131
0,931,0.0,932.722729131
0,928,0.15,931.087740099
0,926,0.3,928.087740099
0,925,0.3,926.087740099
0,928,0.025,925.087740099
0,926,0.0,928.087740099
0,926,0.0,926.087740099
0,924,0.025,926.087740099
0,922,0.025,915.397
0,924,0.0,922.087740099
0,925,0.0,924.087740099
0,924,0.0,916.397
0,922,0.0,915.397
0,921,0.0,919.768
0,920,0.0,920.96
0,923,0.0,919.96
0,925,0.0,922.96
0,926,0.0,925.872
0,928,0.0,926.872
0,929,0.0,928.872
0,930,0.0,929.872
0,934,0.0,924.2779
0,937,0.0,933.722729131
0,939,0.0,936.722729131
0,940,0.0,939.705910392
0,942,0.05,940.705910392
0,942,0.0,940.051545082
0,944,0.0,940.051545082
0,950,0.175,944.705910392
0,951,0.075,948.051545082
0,953,0.075,949.051545082
0,952,0.05,951.936081557
0,954,0.025,950.936081557
0,954,0.0,952.95525709
0,960,0.025,952.95525709
0,962,0.0,968.965468218
0,961,0.025,961.603846516
0,959,0.0,969.965468218
0,957,0.05,957.95525709
0,962,0.075,955.95525709
0,962,0.0,970.965468218
0,963,0.0,970.965468218
0,962,0.0,962.603846516
0,961,0.0,968.575827752
0,961,0.0,967.575827752
0,963,0.0,967.575827752
0,967,0.0,969.575827752
0,965,0.0,966.603846516
0,964,0.0,970.203079427
0,962,0.0,969.203079427
0,960,0.0,967.203079427
0,964,0.0,965.203079427
0,966,0.0,964.922692561
0,967,0.0,966.922692561
0,964,0.0,967.922692561
0,963,0.0,969.203079427
0,961,0.0,968.203079427
0,961,0.0,964.342155599
0,963,0.0,964.342155599
0,964,0.0,963.945884793
0,964,0.0,964.945884793
0,962,0.0,964.945884793
0,961,0.0,960.95525709
0,964,0.0,959.95525709
0,963,0.0,964.945884793
0,963,0.0,965.939508919
0,965,0.0,964.757656243
0,965,0.0,966.23035937
0,962,0.0,966.23035937
0,964,0.0,963.23035937
0,964,0.0,965.23035937
0,965,0.0,965.23035937
0,963,0.0,966.23035937
0,961,0.0,964.23035937
0,961,0.0,961.261251559
0,961,0.0,961.261251559
0,963,0.0,961.261251559
0,960,0.0,963.261251559
0,960,0.0,960.782876091
0,960,0.0,960.782876091
0,958,0.075,960.782876091
0,960,0.0,956.95525709
0,959,0.0,960.782876091
0,958,0.0,959.782876091
0,959,0.0,956.95525709
0,958,0.0,959.782876091
0,956,0.075,956.95525709
0,960,0.0,954.95525709
0,960,0.0,960.782876091
0,962,0.0,960.782876091
0,959,0.0,962.782876091
0,959,0.0,959.000447192
0,957,0.0,959.000447192
0,959,0.0,955.95525709
0,959,0.0,959.000447192
0,961,0.0,959.000447192
0,960,0.0,961.000447192
0,958,0.0,960.600313034
0,956,0.0,958.390228325
0,958,0.0,954.95525709
0,963,0.0,958.390228325
0,961,0.0,963.782876091
0,958,0.0,961.600313034
0,959,0.0,956.95525709
0,960,0.0,958.820219124
0,961,0.0,959.820219124
0,963,0.0,960.820219124
0,962,0.0,963.174153387
0,962,0.0,962.174153387
0,962,0.0,961.821907371
0,962,0.0,961.87533516
0,965,0.0,961.912734612
0,967,0.0,964.938914228
0,965,0.0,967.945884793
0,962,0.0,964.938914228
0,962,0.0,961.938914228
0,961,0.0,961.05723996
0,965,0.0,960.340067972
0,963,0.0,964.23804758
0,964,0.0,962.23804758
0,963,0.0,963.23804758
0,962,0.0,962.23804758
0,959,0.0,961.23804758
0,962,0.0,958.166633306
0,963,0.0,961.166633306
0,963,0.0,963.316643314
0,961,0.0,963.316643314
0,960,0.0,961.316643314
0,962,0.0,959.62165032
0,964,0.0,961.62165032
0,966,0.0,964.335155224
0,966,0.0,966.335155224
0,970,0.075,966.335155224
0,969,0.05,971.262119355
0,975,0.575,970.262119355
0,978,1.0,975.877855203
0,981,1.0,977.499121204
0,981,0.275,983.33178
0,978,0.0,983.37
0,977,0.0,979.659
0,979,0.0,978.659
0,982,0.0,980.659
0,983,0.025,983.659
0,985,0.075,984.659
0,986,0.075,986.659
0,983,0.0,987.659
0,983,0.0,984.0
0,982,0.0,982.8
0,985,0.0,981.86
0,983,0.0,984.86
0,982,0.0,982.86
0,979,0.0,981.302
0,976,0.025,978.302
0,979,0.0,975.302
0,982,0.0,978.302
0,982,0.0,981.302
0,980,0.0,981.302
0,976,0.0,981.1004
0,978,0.0,977.1004
0,984,0.0,979.1004
0,990,0.325,985.1004
0,989,0.25,991.1004
0,982,0.0,990.1004
0,975,0.0,983.1004
0,970,0.75,973.67028
0,972,0.025,971.262119355
0,971,0.0,970.67028
0,965,0.0,972.262119355
0,965,0.0,965.335155224
0,960,0.0,965.335155224
0,957,0.025,960.335155224
0,958,0.025,955.95525709
0,958,0.025,958.335155224
0,960,0.025,958.335155224
0,958,0.025,960.335155224
0,956,0.0,957.687793926
0,956,0.0,954.95525709
0,955,0.0,954.95525709
0,957,0.0,953.95525709
0,959,0.0,955.951754161
0,956,0.0,959.335155224
0,953,0.025,954.95525709
0,953,0.0,951.95525709
0,954,0.0,951.95525709
0,955,0.0,952.95525709
0,957,0.0,953.95525709
0,956,0.0,955.366227913
0,955,0.0,954.366227913
0,955,0.0,953.556359539
0,958,0.0,953.556359539
0,957,0.0,956.556359539
0,955,0.0,955.556359539
0,947,0.35,954.975368886
0,937,0.0,945.95525709
0,928,0.275,937.705910392
0,925,0.0,929.261418069
0,920,0.025,926.261418069
0,915,0.375,920.872
0,922,0.125,913.67028
0,944,0.325,923.261418069
0,978,0.975,941.494137274
0,1021,0.85,976.67028
0,1066,0.75,1061.0
0,1118,0.6,1099.0
0,1178,0.575,1164.0
0,1227,0.45,1224.0
0,1261,0.275,1282.5
0,1274,0.6,1316.5
0,1251,1.0,1329.5
0,1181,1.0,1250.80014905
0,1089,1.0,1180.80014905
0,1009,0.65,1088.985039
0,954,0.675,1008.80014905
0,932,0.275,953.80014905
0,924,0.025,929.494137274
0,922,0.025,926.7104
0,924,0.025,924.7104
0,932,0.0,922.42259
0,940,0.075,933.261418069
0,950,0.625,937.494137274
0,956,0.2,948.95525709
0,955,0.025,954.95525709
0,955,0.025,953.95525709
0,953,0.025,953.95525709
0,950,0.1,951.95525709
0,950,0.075,948.95525709
0,951,0.0,948.95525709
0,951,0.0,949.95525709
0,948,0.0,950.867930754
0,946,0.025,947.907551528
0,943,0.0,944.368679963
0,947,0.25,940.494137274
0,949,0.05,946.907551528
0,950,0.0,948.907551528
0,949,0.0,948.368679963
0,946,0.0,947.368679963
0,944,0.0,946.468607736
0,946,0.15,944.468607736
0,949,0.1,946.468607736
0,948,0.0,949.468607736
0,947,0.0,949.228025415
0,946,0.0,948.228025415
0,946,0.025,947.228025415
0,949,0.0,947.228025415
0,949,0.0,950.228025415
0,950,0.0,950.75961779
0,952,0.0,951.231732453
0,947,0.0,953.162212717
0,947,0.0,948.162212717
0,948,0.0,948.162212717
0,953,0.025,949.162212717
0,951,0.0,954.162212717
0,950,0.0,952.162212717
0,947,0.0,951.162212717
0,948,0.0,947.513548902
0,950,0.0,948.513548902
0,952,0.0,950.513548902
0,950,0.0,952.959484231
0,950,0.0,950.959484231
0,948,0.0,950.071638962
0,946,0.0,948.050147273
0,949,0.0,946.050147273
0,948,0.0,949.050147273
0,948,0.0,948.935103091
0,949,0.0,948.935103091
0,947,0.0,949.935103091
0,945,0.0,947.954572164
0,947,0.025,945.954572164
0,948,0.0,947.954572164
0,950,0.0,948.954572164
0,950,0.0,950.954572164
0,949,0.0,951.268200515
0,947,0.0,949.88774036
0,951,0.0,947.321418252
0,951,0.0,951.321418252
0,950,0.0,951.321418252
0,949,0.0,950.321418252
0,951,0.0,948.924992777
0,950,0.0,950.647494944
0,950,0.0,949.647494944
0,952,0.0,949.453246461
0,950,0.0,951.617272522
0,948,0.0,949.617272522
0,947,0.0,947.132090766
0,945,0.0,946.132090766
0,946,0.0,944.132090766
0,948,0.0,945.132090766
0,947,0.0,947.132090766
0,946,0.0,946.132090766
0,944,0.0,945.132090766
0,944,0.0,943.132090766
0,943,0.0,943.132090766
0,946,0.0,942.132090766
0,946,0.0,945.132090766
0,942,0.0,945.132090766
0,941,0.0,939.494137274
0,939,0.0,938.494137274
0,942,0.0,936.494137274
0,944,0.0,941.132090766
0,944,0.0,943.132090766
0,943,0.0,943.132090766
0,940,0.0,942.132090766
0,940,0.0,937.494137274
0,943,0.0,937.494137274
0,946,0.0,942.132090766
0,945,0.0,945.132090766
0,946,0.0,944.132090766
0,946,0.0,945.132090766
0,945,0.0,945.132090766
0,947,0.0,945.37339237
0,950,0.0,946.132090766
0,951,0.0,949.132090766
0,953,0.0,951.292463536
0,951,0.0,953.292463536
0,953,0.0,951.292463536
0,956,0.0,953.292463536
0,960,0.05,956.131004939
0,960,0.025,960.345469589
0,960,0.025,960.335155224
0,962,0.0,961.009280099
0,962,0.025,962.706496069
0,964,0.0,962.706496069
0,968,0.225,964.706496069
0,969,0.225,968.076214896
0,968,0.075,970.483483549
0,969,0.0,969.483483549
0,968,0.0,970.483483549
0,973,0.175,969.483483549
0,972,0.025,971.67028
0,974,0.0,970.67028
0,972,0.0,972.67028
0,972,0.0,972.84934
0,972,0.0,972.84934
0,974,0.0,971.0376984
0,975,0.0,973.32638888
0,975,0.0,974.32638888
0,973,0.0,974.32638888
0,974,0.0,972.32638888
0,971,0.0,974.2361766
0,973,0.0,971.46532362
0,974,0.0,973.46532362
0,974,0.0,974.925726534
0,971,0.0,974.948008574
0,970,0.0,971.663606002
0,970,0.0,970.663606002
0,971,0.0,970.663606002
0,972,0.0,971.663606002
0,973,0.0,972.663606002
0,971,0.0,973.663606002
0,970,0.0,971.764524201
0,969,0.0,970.764524201
0,972,0.0,970.483483549
0,973,0.0,972.764524201
0,972,0.0,973.764524201
0,972,0.0,972.835166941
0,972,0.0,972.835166941
0,969,0.0,972.835166941
0,969,0.0,970.483483549
0,972,0.0,970.483483549
0,972,0.0,972.835166941
0,972,0.0,972.835166941
0,967,0.15,972.835166941
0,967,0.0,967.706496069
0,968,0.0,967.706496069
0,969,0.0,968.706496069
0,969,0.0,969.482337049
0,966,0.05,969.482337049
0,963,0.025,966.706496069
0,963,0.0,963.706496069
0,963,0.0,963.706496069
0,964,0.0,963.706496069
0,966,0.0,964.706496069
0,963,0.0,966.835166941
0,961,0.0,963.706496069
0,961,0.0,961.706496069
0,962,0.025,961.706496069
0,965,0.0,962.706496069
0,963,0.0,965.835166941
0,963,0.0,963.706496069
0,962,0.0,962.026703606
0,961,0.0,961.318692524
0,962,0.0,960.223084767
0,963,0.0,961.223084767
0,964,0.0,962.756159337
0,963,0.0,964.129311536
0,961,0.0,963.129311536
0,962,0.0,960.790518075
0,963,0.0,961.790518075
0,964,0.0,963.153362653
0,962,0.0,964.407353857
0,964,0.0,962.407353857
0,962,0.0,963.6851477
0,962,0.0,961.6851477
0,962,0.0,961.17960339
0,966,0.0,961.425722373
0,966,0.0,965.598005661
0,964,0.0,965.598005661
0,963,0.0,963.598005661
0,961,0.0,962.598005661
0,962,0.0,960.418603963
0,963,0.0,961.418603963
0,964,0.0,962.893022774
0,965,0.0,964.225115942
0,963,0.0,965.225115942
0,963,0.0,963.225115942
0,964,0.0,962.557581159
0,967,0.0,963.690306811
0,967,0.0,966.690306811
0,965,0.0,966.690306811
0,964,0.0,964.690306811
0,965,0.0,963.690306811
0,967,0.0,964.690306811
0,965,0.0,966.690306811
0,970,0.0,964.690306811
0,966,0.0,970.835166941
0,965,0.0,965.690306811
0,966,0.0,964.690306811
0,967,0.0,965.690306811
0,975,0.15,966.690306811
0,977,0.025,975.835166941
0,977,0.0,977.835166941
0,978,0.0,977.835166941
0,979,0.0,978.835166941
0,983,0.1,979.835166941
0,986,0.05,982.369196
0,986,0.0,985.369196
0,985,0.0,985.369196
0,988,0.05,984.369196
0,987,0.0,987.369196
0,993,0.175,986.369196
0,992,0.125,993.482337049
0,991,0.0,991.369196
0,991,0.0,990.369196
0,987,0.0,990.0
0,984,0.0,987.835166941
0,982,0.0,984.835166941
0,983,0.0,982.835166941
0,983,0.0,983.835166941
0,985,0.0,983.835166941
0,986,0.0,985.835166941
0,983,0.0,986.835166941
0,982,0.0,983.835166941
0,982,0.0,982.835166941
0,981,0.0,981.39449
0,986,0.0,981.835166941
0,988,0.0,985.39449
0,990,0.0,987.39449
0,987,0.0,991.3623
0,982,0.0,988.3623
0,977,0.125,982.835166941
0,973,0.0,977.835166941
0,972,0.0,973.835166941
0,967,0.1,971.384616859
0,966,0.0,966.690306811
0,964,0.0,965.690306811
0,964,0.0,963.690306811
0,963,0.0,963.690306811
0,961,0.0,962.690306811
0,959,0.0,960.483214768
