sequenceId,ecg,annotStr,annotCls
100,918,N,0
100,916,N,0
100,914,N,0
100,915,N,0
100,918,N,0
100,919,N,0
100,918,N,0
100,916,N,0
100,912,N,0
100,911,N,0
100,912,N,0
100,914,N,0
100,913,N,0
100,911,N,0
100,910,N,0
100,912,N,0
100,916,N,0
100,918,N,0
100,916,N,0
100,919,N,0
100,920,N,0
100,926,N,0
100,929,N,0
100,932,N,0
100,933,N,0
100,934,N,0
100,934,N,0
100,939,N,0
100,943,N,0
100,943,N,0
100,945,N,0
100,946,N,0
100,946,N,0
100,949,N,0
100,953,N,0
100,954,N,0
100,952,N,0
100,954,N,0
100,950,N,0
100,951,N,0
100,954,N,0
100,956,N,0
100,954,N,0
100,954,N,0
100,954,N,0
100,955,N,0
100,955,N,0
100,954,N,0
100,954,N,0
100,954,N,0
100,953,N,0
100,957,N,0
100,958,N,0
100,956,N,0
100,959,N,0
100,956,N,0
100,954,N,0
100,956,N,0
100,956,N,0
100,959,N,0
100,954,N,0
100,956,N,0
100,952,N,0
100,952,N,0
100,955,N,0
100,958,N,0
100,956,N,0
100,956,N,0
100,951,N,0
100,953,N,0
100,952,N,0
100,954,N,0
100,953,N,0
100,950,N,0
100,952,N,0
100,952,N,0
100,955,N,0
100,955,N,0
100,955,N,0
100,954,N,0
100,951,N,0
100,952,N,0
100,953,N,0
100,951,N,0
100,949,N,0
100,950,N,0
100,947,N,0
100,948,N,0
100,951,N,0
100,951,N,0
100,950,N,0
100,949,N,0
100,947,N,0
100,949,N,0
100,950,N,0
100,951,N,0
100,953,N,0
100,952,N,0
100,952,N,0
100,952,N,0
100,954,N,0
100,955,N,0
100,956,N,0
100,955,N,0
100,953,N,0
100,953,N,0
100,955,N,0
100,957,N,0
100,956,N,0
100,953,N,0
100,950,N,0
100,953,N,0
100,955,N,0
100,956,N,0
100,954,N,0
100,953,N,0
100,953,N,0
100,953,N,0
100,957,N,0
100,962,N,0
100,966,N,0
100,967,N,0
100,966,N,0
100,970,N,0
100,972,N,0
100,975,N,0
100,974,N,0
100,975,N,0
100,975,N,0
100,978,N,0
100,980,N,0
100,981,N,0
100,980,N,0
100,977,N,0
100,976,N,0
100,976,N,0
100,976,N,0
100,975,N,0
100,975,N,0
100,976,N,0
100,974,N,0
100,971,N,0
100,972,N,0
100,970,N,0
100,972,N,0
100,972,N,0
100,976,N,0
100,981,N,0
100,983,N,0
100,977,N,0
100,969,N,0
100,966,N,0
100,964,N,0
100,963,N,0
100,960,N,0
100,959,N,0
100,955,N,0
100,953,N,0
100,951,N,0
100,951,N,0
100,954,N,0
100,954,N,0
100,953,N,0
100,952,N,0
100,951,N,0
100,950,N,0
100,951,N,0
100,954,N,0
100,956,N,0
100,955,N,0
100,953,N,0
100,953,N,0
100,954,N,0
100,955,N,0
100,955,N,0
100,951,N,0
100,951,N,0
100,949,N,0
100,944,N,0
100,938,N,0
100,928,N,0
100,926,N,0
100,918,N,0
100,911,N,0
100,916,N,0
100,934,N,0
100,961,N,0
100,991,N,0
100,1021,N,0
100,1064,N,0
100,1121,N,0
100,1170,N,0
100,1202,N,0
100,1218,N,0
100,1230,N,0
100,1242,N,0
100,1252,N,0
100,1234,N,0
100,1175,N,0
100,1083,N,0
100,990,N,0
100,937,N,0
100,921,N,0
100,928,N,0
100,939,N,0
100,946,N,0
100,942,N,0
100,943,N,0
100,946,N,0
100,945,N,0
100,944,N,0
100,943,N,0
100,941,N,0
100,940,N,0
100,945,N,0
100,944,N,0
100,941,N,0
100,939,N,0
100,937,N,0
100,940,N,0
100,943,N,0
100,944,N,0
100,942,N,0
100,941,N,0
100,940,N,0
100,940,N,0
100,943,N,0
100,941,N,0
100,942,N,0
100,940,N,0
100,937,N,0
100,940,N,0
100,942,N,0
100,942,N,0
100,943,N,0
100,939,N,0
100,937,N,0
100,940,N,0
100,940,N,0
100,940,N,0
100,941,N,0
100,938,N,0
100,936,N,0
100,940,N,0
100,940,N,0
100,942,N,0
100,941,N,0
100,940,N,0
100,938,N,0
100,941,N,0
100,942,N,0
100,943,N,0
100,941,N,0
100,941,N,0
100,938,N,0
100,938,N,0
100,940,N,0
100,942,N,0
100,941,N,0
100,942,N,0
100,938,N,0
100,939,N,0
100,939,N,0
100,941,N,0
100,942,N,0
100,939,N,0
100,937,N,0
100,938,N,0
100,942,N,0
100,941,N,0
100,941,N,0
100,938,N,0
100,938,N,0
100,937,N,0
100,939,N,0
100,942,N,0
100,940,N,0
100,937,N,0
100,936,N,0
100,936,N,0
100,942,N,0
100,941,N,0
100,939,N,0
100,936,N,0
100,935,N,0
100,936,N,0
100,938,N,0
100,940,N,0
100,940,N,0
100,939,N,0
100,939,N,0
100,939,N,0
100,939,N,0
100,940,N,0
100,939,N,0
100,937,N,0
100,936,N,0
100,939,N,0
100,941,N,0
100,943,N,0
100,945,N,0
100,945,N,0
100,945,N,0
100,950,N,0
100,952,N,0
100,955,N,0
100,958,N,0
100,958,N,0
100,957,N,0
100,960,N,0
100,961,N,0
100,962,N,0
100,964,N,0
100,961,N,0
100,958,N,0
100,960,N,0
100,961,N,0
100,963,N,0
100,962,N,0
100,963,N,0
100,959,N,0
100,960,N,0
100,962,N,0
100,965,N,0
100,963,N,0
100,960,N,0
100,962,N,0
100,961,N,0
100,963,N,0
100,964,N,0
100,964,N,0
100,962,N,0
100,961,N,0
100,962,N,0
100,964,N,0
100,965,N,0
100,963,N,0
100,962,N,0
100,960,N,0
100,960,N,0
100,962,N,0
100,962,N,0
100,960,N,0
100,956,N,0
100,958,N,0
100,955,N,0
100,959,N,0
100,960,N,0
100,959,N,0
100,956,N,0
100,957,N,0
100,959,N,0
100,957,N,0
100,958,N,0
100,957,N,0
100,955,N,0
100,955,N,0
100,955,N,0
100,957,N,0
100,959,N,0
100,959,N,0
100,958,N,0
100,953,N,0
100,952,N,0
100,956,N,0
100,957,N,0
100,955,N,0
100,954,N,0
100,953,N,0
100,954,N,0
100,955,N,0
100,954,N,0
100,953,N,0
100,950,N,0
100,952,N,0
100,952,N,0
100,954,N,0
100,953,N,0
100,955,N,0
100,955,N,0
100,952,N,0
100,953,N,0
100,957,N,0
100,956,N,0
100,957,N,0
100,954,N,0
100,952,N,0
100,954,N,0
100,957,N,0
100,958,N,0
100,960,N,0
100,961,N,0
100,958,N,0
100,963,N,0
100,965,N,0
100,968,N,0
100,969,N,0
100,969,N,0
100,969,N,0
100,968,N,0
100,975,N,0
100,978,N,0
100,979,N,0
100,979,N,0
100,981,N,0
100,981,N,0
100,983,N,0
100,982,N,0
100,980,N,0
100,977,N,0
100,971,N,0
100,976,N,0
100,980,N,0
100,980,N,0
100,981,N,0
100,979,N,0
100,981,N,0
100,986,N,0
100,990,N,0
100,989,N,0
100,980,N,0
100,974,N,0
100,967,N,0
100,967,N,0
100,968,N,0
100,967,N,0
100,964,N,0
100,962,N,0
100,958,N,0
100,955,N,0
100,955,N,0
100,954,N,0
100,955,N,0
100,953,N,0
100,951,N,0
100,953,N,0
100,955,N,0
100,955,N,0
100,953,N,0
100,952,N,0
100,949,N,0
100,949,N,0
100,951,N,0
100,950,N,0
100,949,N,0
100,949,N,0
100,946,N,0
100,948,N,0
100,947,N,0
100,950,N,0
100,948,N,0
100,948,N,0
100,947,N,0
100,947,N,0
100,949,N,0
100,945,N,0
100,938,N,0
100,930,N,0
100,925,N,0
100,922,N,0
100,920,N,0
100,911,N,0
100,909,N,0
100,916,N,0
100,937,N,0
100,958,N,0
100,974,N,0
100,987,N,0
100,1003,N,0
100,1027,N,0
100,1063,N,0
100,1113,N,0
100,1157,N,0
100,1190,N,0
100,1210,N,0
100,1219,N,0
100,1204,N,0
100,1153,N,0
100,1076,N,0
100,995,N,0
100,941,N,0
100,914,N,0
100,913,N,0
100,925,N,0
100,936,N,0
100,943,N,0
100,942,N,0
100,940,N,0
100,937,N,0
100,941,N,0
100,941,N,0
100,943,N,0
100,942,N,0
100,942,N,0
100,938,N,0
100,941,N,0
100,942,N,0
100,942,N,0
100,941,N,0
100,942,N,0
100,939,N,0
100,942,N,0
100,941,N,0
100,942,N,0
100,940,N,0
100,939,N,0
100,937,N,0
100,939,N,0
100,942,N,0
100,941,N,0
100,939,N,0
100,939,N,0
100,937,N,0
100,940,N,0
100,940,N,0
100,942,N,0
100,942,N,0
100,938,N,0
100,938,N,0
100,940,N,0
100,941,N,0
100,943,N,0
100,941,N,0
100,942,N,0
100,937,N,0
100,938,N,0
100,941,N,0
100,945,N,0
100,941,N,0
100,938,N,0
100,937,N,0
100,940,N,0
100,939,N,0
100,940,N,0
100,939,N,0
100,940,N,0
100,938,N,0
100,939,N,0
100,942,N,0
100,942,N,0
100,942,N,0
100,941,N,0
100,941,N,0
100,938,N,0
100,943,N,0
100,944,N,0
100,946,N,0
100,942,N,0
100,943,N,0
100,944,N,0
100,946,N,0
100,945,N,0
100,944,N,0
100,943,N,0
100,942,N,0
100,942,N,0
100,942,N,0
100,943,N,0
100,942,N,0
100,942,N,0
100,937,N,0
100,941,N,0
100,941,N,0
100,943,N,0
100,941,N,0
100,939,N,0
100,934,N,0
100,937,N,0
100,940,N,0
100,942,N,0
100,940,N,0
100,935,N,0
100,935,N,0
100,936,N,0
100,939,N,0
100,943,N,0
100,941,N,0
100,942,N,0
100,942,N,0
100,945,N,0
100,948,N,0
100,949,N,0
100,951,N,0
100,950,N,0
100,952,N,0
100,953,N,0
100,956,N,0
100,957,N,0
100,959,N,0
100,958,N,0
100,955,N,0
100,959,N,0
100,959,N,0
100,961,N,0
100,960,N,0
100,959,N,0
100,959,N,0
100,961,N,0
100,960,N,0
100,963,N,0
100,963,N,0
100,962,N,0
100,960,N,0
100,963,N,0
100,964,N,0
100,967,N,0
100,966,N,0
100,966,N,0
100,964,N,0
100,965,N,0
100,966,N,0
100,965,N,0
100,962,N,0
100,961,N,0
100,958,N,0
100,962,N,0
100,963,N,0
100,963,N,0
100,963,N,0
100,962,N,0
100,959,N,0
100,959,N,0
100,959,N,0
100,960,N,0
100,960,N,0
100,957,N,0
100,959,N,0
100,959,N,0
100,961,N,0
100,961,N,0
100,961,N,0
100,960,N,0
100,959,N,0
100,961,N,0
100,963,N,0
100,964,N,0
100,963,N,0
100,960,N,0
100,957,N,0
100,958,N,0
100,959,N,0
100,961,N,0
100,956,N,0
100,955,N,0
100,953,N,0
100,956,N,0
100,955,N,0
100,957,N,0
100,956,N,0
100,953,N,0
100,952,N,0
100,952,N,0
100,953,N,0
100,954,N,0
100,954,N,0
100,953,N,0
100,951,N,0
100,952,N,0
100,954,N,0
100,956,N,0
100,955,N,0
100,954,N,0
100,952,N,0
100,951,N,0
100,952,N,0
100,953,N,0
100,952,N,0
100,950,N,0
100,949,N,0
100,952,N,0
100,957,N,0
100,959,N,0
100,959,N,0
100,959,N,0
100,960,N,0
100,962,N,0
100,963,N,0
100,965,N,0
100,966,N,0
100,968,N,0
100,965,N,0
100,970,N,0
100,974,N,0
100,977,N,0
100,975,N,0
100,972,N,0
100,972,N,0
100,976,N,0
100,976,N,0
100,977,N,0
100,978,N,0
100,979,N,0
100,977,N,0
100,976,N,0
100,972,N,0
100,974,N,0
100,976,N,0
100,973,N,0
100,971,N,0
100,975,N,0
100,975,N,0
100,980,N,0
100,982,N,0
100,976,N,0
100,970,N,0
100,965,N,0
100,964,N,0
100,963,N,0
100,958,N,0
100,953,N,0
100,950,N,0
100,951,N,0
100,952,N,0
100,952,N,0
100,952,N,0
100,949,N,0
100,947,N,0
100,946,N,0
100,946,N,0
100,947,N,0
100,947,N,0
100,946,N,0
100,939,N,0
100,941,N,0
100,943,N,0
100,945,N,0
100,943,N,0
100,943,N,0
100,940,N,0
100,941,N,0
100,944,N,0
100,946,N,0
100,944,N,0
100,943,N,0
100,939,N,0
100,938,N,0
100,934,N,0
100,929,N,0
100,925,N,0
100,918,N,0
100,902,N,0
100,895,N,0
100,901,N,0
100,918,N,0
100,936,N,0
100,949,N,0
100,958,N,0
100,974,N,0
100,995,N,0
100,1033,N,0
100,1085,N,0
100,1137,N,0
100,1176,N,0
100,1197,N,0
100,1193,N,0
100,1148,N,0
100,1066,N,0
100,982,N,0
100,924,N,0
100,904,N,0
100,911,N,0
100,924,N,0
100,936,N,0
100,936,N,0
100,932,N,0
100,931,N,0
100,933,N,0
100,937,N,0
100,935,N,0
100,933,N,0
100,927,N,0
100,931,N,0
100,932,N,0
100,933,N,0
100,935,N,0
100,933,N,0
100,930,N,0
100,929,N,0
100,934,N,0
100,933,N,0
100,934,N,0
100,932,N,0
100,931,N,0
100,932,N,0
100,938,N,0
100,939,N,0
100,936,N,0
100,932,N,0
100,930,N,0
100,931,N,0
100,931,N,0
100,934,N,0
100,932,N,0
100,930,N,0
100,931,N,0
100,930,N,0
100,933,N,0
100,932,N,0
100,931,N,0
100,928,N,0
100,925,N,0
100,924,N,0
100,923,N,0
100,927,N,0
100,926,N,0
100,926,N,0
100,923,N,0
100,928,N,0
100,932,N,0
100,935,N,0
100,936,N,0
100,933,N,0
100,931,N,0
100,930,N,0
100,931,N,0
100,931,N,0
100,930,N,0
100,926,N,0
100,923,N,0
100,925,N,0
100,928,N,0
100,931,N,0
100,932,N,0
100,930,N,0
100,928,N,0
100,928,N,0
100,932,N,0
100,931,N,0
100,931,N,0
100,930,N,0
100,930,N,0
100,930,N,0
100,931,N,0
100,933,N,0
100,934,N,0
100,930,N,0
100,929,N,0
100,929,N,0
100,930,N,0
100,932,N,0
100,929,N,0
100,926,N,0
100,923,N,0
100,921,N,0
100,922,N,0
100,923,N,0
100,923,N,0
100,923,N,0
100,923,N,0
100,924,N,0
100,927,N,0
100,926,N,0
100,924,N,0
100,923,N,0
100,921,N,0
100,922,N,0
100,926,N,0
100,926,N,0
100,929,N,0
100,931,N,0
100,932,N,0
100,937,N,0
100,939,N,0
100,941,N,0
100,945,N,0
100,946,N,0
100,947,N,0
100,948,N,0
100,948,N,0
100,950,N,0
100,950,N,0
100,950,N,0
100,951,N,0
100,951,N,0
100,951,N,0
100,949,N,0
100,950,N,0
100,952,N,0
100,950,N,0
100,951,N,0
100,953,N,0
100,955,N,0
100,954,N,0
100,952,N,0
100,949,N,0
100,949,N,0
100,952,N,0
100,950,N,0
100,949,N,0
100,948,N,0
100,948,N,0
100,951,N,0
100,952,N,0
100,956,N,0
100,954,N,0
100,954,N,0
100,952,N,0
100,950,N,0
100,952,N,0
100,954,N,0
100,954,N,0
100,953,N,0
100,951,N,0
100,949,N,0
100,950,N,0
100,949,N,0
100,944,N,0
100,944,N,0
100,944,N,0
100,945,N,0
100,950,N,0
100,951,N,0
100,953,N,0
100,946,N,0
100,944,N,0
100,944,N,0
100,945,N,0
100,946,N,0
100,946,N,0
100,944,N,0
100,942,N,0
100,943,N,0
100,944,N,0
100,947,N,0
100,945,N,0
100,940,N,0
100,940,N,0
100,944,N,0
100,946,N,0
100,950,N,0
100,947,N,0
100,945,N,0
100,942,N,0
100,942,N,0
100,944,N,0
100,946,N,0
100,944,N,0
100,943,N,0
100,938,N,0
100,941,N,0
100,942,N,0
100,942,N,0
100,946,N,0
100,942,N,0
100,943,N,0
100,944,N,0
100,945,N,0
100,948,N,0
100,947,N,0
100,945,N,0
100,948,N,0
100,952,N,0
100,956,N,0
100,958,N,0
100,962,N,0
100,960,N,0
100,959,N,0
100,960,N,0
100,962,N,0
100,963,N,0
100,962,N,0
100,962,N,0
100,963,N,0
100,963,N,0
100,969,N,0
100,969,N,0
100,969,N,0
100,970,N,0
100,967,N,0
100,966,N,0
100,967,N,0
100,967,N,0
100,965,N,0
100,964,N,0
100,964,N,0
100,968,N,0
100,969,N,0
100,971,N,0
100,970,N,0
100,969,N,0
100,970,N,0
100,969,N,0
100,972,N,0
100,976,N,0
100,972,N,0
100,965,N,0
100,959,N,0
100,956,N,0
100,955,N,0
100,955,N,0
100,948,N,0
100,944,N,0
100,941,N,0
100,940,N,0
100,942,N,0
100,944,N,0
100,944,N,0
100,941,N,0
100,940,N,0
100,939,N,0
100,940,N,0
100,941,N,0
100,940,N,0
100,937,N,0
100,936,N,0
100,939,N,0
100,941,N,0
100,944,N,0
100,943,N,0
100,940,N,0
100,939,N,0
100,940,N,0
100,940,N,0
100,940,N,0
100,941,N,0
100,938,N,0
100,933,N,0
100,929,N,0
100,923,N,0
100,919,N,0
100,915,N,0
100,908,N,0
100,901,N,0
100,904,N,0
100,921,N,0
100,948,N,0
100,974,N,0
100,1007,N,0
100,1054,N,0
100,1113,N,0
100,1163,N,0
100,1195,N,0
100,1200,N,0
100,1167,N,0
100,1092,N,0
100,1006,N,0
100,939,N,0
100,911,N,0
100,903,N,0
100,903,N,0
100,906,N,0
100,914,N,0
100,924,N,0
100,930,N,0
100,932,N,0
100,930,N,0
100,929,N,0
100,930,N,0
100,931,N,0
100,931,N,0
100,932,N,0
100,933,N,0
100,931,N,0
100,929,N,0
100,931,N,0
100,934,N,0
100,934,N,0
100,930,N,0
100,931,N,0
100,933,N,0
100,934,N,0
100,935,N,0
100,933,N,0
100,931,N,0
100,931,N,0
100,932,N,0
100,934,N,0
100,935,N,0
100,934,N,0
100,931,N,0
100,928,N,0
100,931,N,0
100,931,N,0
100,934,N,0
100,932,N,0
100,931,N,0
100,928,N,0
100,928,N,0
100,931,N,0
100,932,N,0
100,930,N,0
100,928,N,0
100,927,N,0
100,928,N,0
100,930,N,0
100,931,N,0
100,931,N,0
100,930,N,0
100,930,N,0
100,933,N,0
100,931,N,0
100,935,N,0
100,935,N,0
100,932,N,0
100,933,N,0
100,932,N,0
100,934,N,0
100,935,N,0
100,936,N,0
100,932,N,0
100,933,N,0
100,935,N,0
100,937,N,0
100,937,N,0
100,938,N,0
100,935,N,0
100,933,N,0
100,933,N,0
100,934,N,0
100,937,N,0
100,935,N,0
100,933,N,0
100,930,N,0
100,931,N,0
100,929,N,0
100,933,N,0
100,933,N,0
100,930,N,0
100,929,N,0
100,928,N,0
100,930,N,0
100,931,N,0
100,928,N,0
100,925,N,0
100,924,N,0
100,926,N,0
100,928,N,0
100,928,N,0
100,927,N,0
100,924,N,0
100,923,N,0
100,923,N,0
100,925,N,0
100,927,N,0
100,927,N,0
100,928,N,0
100,928,N,0
100,931,N,0
100,939,N,0
100,940,N,0
100,941,N,0
100,940,N,0
100,941,N,0
100,945,N,0
100,949,N,0
100,952,N,0
100,952,N,0
100,954,N,0
100,953,N,0
100,957,N,0
100,959,N,0
100,962,N,0
100,962,N,0
100,962,N,0
100,961,N,0
100,961,N,0
100,964,N,0
100,964,N,0
100,965,N,0
100,964,N,0
100,958,N,0
100,961,N,0
100,965,N,0
100,963,N,0
100,961,N,0
100,959,N,0
100,961,N,0
100,961,N,0
100,964,N,0
100,964,N,0
100,963,N,0
100,961,N,0
100,960,N,0
100,960,N,0
100,964,N,0
100,964,N,0
100,963,N,0
100,960,N,0
100,960,N,0
100,959,N,0
100,960,N,0
100,964,N,0
100,964,N,0
100,963,N,0
100,961,N,0
100,962,N,0
100,962,N,0
100,961,N,0
100,964,N,0
100,963,N,0
100,961,N,0
100,961,N,0
100,963,N,0
100,961,N,0
100,960,N,0
100,958,N,0
100,956,N,0
100,957,N,0
100,959,N,0
100,959,N,0
100,960,N,0
100,959,N,0
100,960,N,0
100,960,N,0
100,959,N,0
100,960,N,0
100,959,N,0
100,958,N,0
100,955,N,0
100,958,N,0
100,958,N,0
100,959,N,0
100,960,N,0
100,956,N,0
100,954,N,0
100,956,N,0
100,958,N,0
100,957,N,0
100,957,N,0
100,957,N,0
100,957,N,0
100,960,N,0
100,961,N,0
100,965,N,0
100,966,N,0
100,967,N,0
100,966,N,0
100,965,N,0
100,970,N,0
100,973,N,0
100,974,N,0
100,974,N,0
100,969,N,0
100,975,N,0
100,978,N,0
100,981,N,0
100,980,N,0
100,982,N,0
100,983,N,0
100,982,N,0
100,986,N,0
100,985,N,0
100,983,N,0
100,981,N,0
100,979,N,0
100,982,N,0
100,983,N,0
100,986,N,0
100,986,N,0
100,983,N,0
100,985,N,0
100,987,N,0
100,993,N,0
100,997,N,0
100,998,N,0
100,992,N,0
100,982,N,0
100,974,N,0
100,972,N,0
100,971,N,0
100,971,N,0
100,968,N,0
100,968,N,0
100,966,N,0
100,963,N,0
100,963,N,0
100,957,N,0
100,954,N,0
100,952,N,0
100,954,N,0
100,955,N,0
100,958,N,0
100,954,N,0
100,952,N,0
100,950,N,0
100,952,N,0
100,954,N,0
100,955,N,0
100,954,N,0
100,953,N,0
100,952,N,0
100,949,N,0
100,952,N,0
100,953,N,0
100,951,N,0
100,950,N,0
100,949,N,0
100,948,N,0
100,951,N,0
100,949,N,0
100,943,N,0
100,935,N,0
100,924,N,0
100,922,N,0
100,920,N,0
100,915,N,0
100,910,N,0
100,918,N,0
100,936,N,0
100,968,N,0
100,1002,N,0
100,1046,N,0
100,1101,N,0
100,1159,N,0
100,1199,N,0
100,1221,N,0
100,1212,N,0
100,1160,N,0
100,1069,N,0
100,982,N,0
100,925,N,0
100,909,N,0
100,917,N,0
100,931,N,0
100,939,N,0
100,941,N,0
100,938,N,0
100,939,N,0
100,940,N,0
100,941,N,0
100,941,N,0
100,938,N,0
100,936,N,0
100,938,N,0
100,940,N,0
100,941,N,0
100,942,N,0
100,938,N,0
100,936,N,0
100,939,N,0
100,941,N,0
100,942,N,0
100,942,N,0
100,940,N,0
100,937,N,0
100,937,N,0
100,940,N,0
100,940,N,0
100,939,N,0
100,937,N,0
100,938,N,0
100,937,N,0
100,938,N,0
100,939,N,0
100,940,N,0
100,937,N,0
100,935,N,0
100,934,N,0
100,936,N,0
100,939,N,0
100,937,N,0
100,936,N,0
100,934,N,0
100,937,N,0
100,939,N,0
100,940,N,0
100,939,N,0
100,940,N,0
100,937,N,0
100,937,N,0
100,939,N,0
100,941,N,0
100,939,N,0
100,935,N,0
100,934,N,0
100,935,N,0
100,938,N,0
100,938,N,0
100,938,N,0
100,936,N,0
100,934,N,0
100,935,N,0
100,937,N,0
100,941,N,0
100,937,N,0
100,936,N,0
100,935,N,0
100,939,N,0
100,940,N,0
100,941,N,0
100,941,N,0
100,940,N,0
100,941,N,0
100,940,N,0
100,943,N,0
100,942,N,0
100,941,N,0
100,940,N,0
100,938,N,0
100,937,N,0
100,938,N,0
100,939,N,0
100,938,N,0
100,936,N,0
100,933,N,0
100,935,N,0
100,936,N,0
100,937,N,0
100,937,N,0
100,937,N,0
100,935,N,0
100,938,N,0
100,940,N,0
100,942,N,0
100,945,N,0
100,945,N,0
100,943,N,0
100,947,N,0
100,949,N,0
100,955,N,0
100,954,N,0
100,954,N,0
100,952,N,0
100,957,N,0
100,958,N,0
100,962,N,0
100,963,N,0
100,961,N,0
100,957,N,0
100,959,N,0
100,960,N,0
100,962,N,0
100,963,N,0
100,961,N,0
100,959,N,0
100,962,N,0
100,959,N,0
100,965,N,0
100,965,N,0
100,965,N,0
100,961,N,0
100,963,N,0
100,966,N,0
100,965,N,0
100,965,N,0
100,964,N,0
100,958,N,0
100,960,N,0
100,961,N,0
100,964,N,0
100,962,N,0
100,960,N,0
100,959,N,0
100,962,N,0
100,960,N,0
100,962,N,0
100,961,N,0
100,961,N,0
100,957,N,0
100,959,N,0
100,957,N,0
100,959,N,0
100,959,N,0
100,959,N,0
100,956,N,0
100,955,N,0
100,959,N,0
100,961,N,0
100,958,N,0
100,958,N,0
100,957,N,0
100,956,N,0
100,954,N,0
100,955,N,0
100,953,N,0
100,952,N,0
100,950,N,0
100,951,N,0
100,953,N,0
100,954,N,0
100,952,N,0
100,952,N,0
100,947,N,0
100,948,N,0
100,951,N,0
100,954,N,0
100,952,N,0
100,951,N,0
100,947,N,0
100,948,N,0
100,952,N,0
100,956,N,0
100,955,N,0
100,954,N,0
100,953,N,0
100,954,N,0
100,957,N,0
100,960,N,0
100,962,N,0
100,961,N,0
100,960,N,0
100,962,N,0
100,968,N,0
100,969,N,0
100,970,N,0
